CVE_id,CVSS,From,Upto,cpe,cwe,description,patch
CVE-2015-0285,,,,"[['1.0.2'], ['1.0.2'], ['1.0.2'], ['1.0.2']]",CWE-310,"The ssl3_client_hello function in s3_clnt.c in OpenSSL 1.0.2 before 1.0.2a does not ensure that the PRNG is seeded before proceeding with a handshake, which makes it easier for remote attackers to defeat cryptographic protection mechanisms by sniffing the network and then conducting a brute-force attack.",http://www.oracle.com/technetwork/security-advisory/cpuoct2017-3236626.html
CVE-2015-0286,,,"Up to (including),0.9.8ze","[[], ['1.0.0'], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d'], ['1.0.0e'], ['1.0.0f'], ['1.0.0g'], ['1.0.0h'], ['1.0.0i'], ['1.0.0j'], ['1.0.0k'], ['1.0.0l'], ['1.0.0m'], ['1.0.0n'], ['1.0.0o'], ['1.0.0p'], ['1.0.0q'], ['1.0.1'], ['1.0.1a'], ['1.0.1b'], ['1.0.1c'], ['1.0.1d'], ['1.0.1e'], ['1.0.1f'], ['1.0.1g'], ['1.0.1h'], ['1.0.1i'], ['1.0.1j'], ['1.0.1k'], ['1.0.1l'], ['1.0.2']]",CWE-17,"The ASN1_TYPE_cmp function in crypto/asn1/a_type.c in OpenSSL before 0.9.8zf, 1.0.0 before 1.0.0r, 1.0.1 before 1.0.1m, and 1.0.2 before 1.0.2a does not properly perform boolean-type comparisons, which allows remote attackers to cause a denial of service (invalid read operation and application crash) via a crafted X.509 certificate to an endpoint that uses the certificate-verification feature.",
CVE-2015-0287,,,"Up to (including),0.9.8ze","[[], ['1.0.0'], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d'], ['1.0.0e'], ['1.0.0f'], ['1.0.0g'], ['1.0.0h'], ['1.0.0i'], ['1.0.0j'], ['1.0.0k'], ['1.0.0l'], ['1.0.0m'], ['1.0.0n'], ['1.0.0o'], ['1.0.0p'], ['1.0.0q'], ['1.0.1'], ['1.0.1a'], ['1.0.1b'], ['1.0.1c'], ['1.0.1d'], ['1.0.1e'], ['1.0.1f'], ['1.0.1g'], ['1.0.1h'], ['1.0.1i'], ['1.0.1j'], ['1.0.1k'], ['1.0.1l'], ['1.0.2']]",CWE-17,"The ASN1_item_ex_d2i function in crypto/asn1/tasn_dec.c in OpenSSL before 0.9.8zf, 1.0.0 before 1.0.0r, 1.0.1 before 1.0.1m, and 1.0.2 before 1.0.2a does not reinitialize CHOICE and ADB data structures, which might allow attackers to cause a denial of service (invalid write operation and memory corruption) by leveraging an application that relies on ASN.1 structure reuse.",
CVE-2015-0288,,,"Up to (including),0.9.8ze","[[], ['1.0.0'], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d'], ['1.0.0e'], ['1.0.0f'], ['1.0.0g'], ['1.0.0h'], ['1.0.0i'], ['1.0.0j'], ['1.0.0k'], ['1.0.0l'], ['1.0.0m'], ['1.0.0n'], ['1.0.0o'], ['1.0.0p'], ['1.0.0q'], ['1.0.1'], ['1.0.1a'], ['1.0.1b'], ['1.0.1c'], ['1.0.1d'], ['1.0.1e'], ['1.0.1f'], ['1.0.1g'], ['1.0.1h'], ['1.0.1i'], ['1.0.1j'], ['1.0.1k'], ['1.0.1l'], ['1.0.2']]",,"The X509_to_X509_REQ function in crypto/x509/x509_req.c in OpenSSL before 0.9.8zf, 1.0.0 before 1.0.0r, 1.0.1 before 1.0.1m, and 1.0.2 before 1.0.2a might allow attackers to cause a denial of service (NULL pointer dereference and application crash) via an invalid certificate key.",
CVE-2015-0289,,,"Up to (including),0.9.8ze","[[], ['1.0.0'], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d'], ['1.0.0e'], ['1.0.0f'], ['1.0.0g'], ['1.0.0h'], ['1.0.0i'], ['1.0.0j'], ['1.0.0k'], ['1.0.0l'], ['1.0.0m'], ['1.0.0n'], ['1.0.0o'], ['1.0.0p'], ['1.0.0q'], ['1.0.1'], ['1.0.1a'], ['1.0.1b'], ['1.0.1c'], ['1.0.1d'], ['1.0.1e'], ['1.0.1f'], ['1.0.1g'], ['1.0.1h'], ['1.0.1i'], ['1.0.1j'], ['1.0.1k'], ['1.0.1l'], ['1.0.2']]",,"The PKCS#7 implementation in OpenSSL before 0.9.8zf, 1.0.0 before 1.0.0r, 1.0.1 before 1.0.1m, and 1.0.2 before 1.0.2a does not properly handle a lack of outer ContentInfo, which allows attackers to cause a denial of service (NULL pointer dereference and application crash) by leveraging an application that processes arbitrary PKCS#7 data and providing malformed data with ASN.1 encoding, related to crypto/pkcs7/pk7_doit.c and crypto/pkcs7/pk7_lib.c.",
CVE-2015-0290,,,,"[['1.0.2'], ['1.0.2'], ['1.0.2'], ['1.0.2']]",CWE-17,"The multi-block feature in the ssl3_write_bytes function in s3_pkt.c in OpenSSL 1.0.2 before 1.0.2a on 64-bit x86 platforms with AES NI support does not properly handle certain non-blocking I/O cases, which allows remote attackers to cause a denial of service (pointer corruption and application crash) via unspecified vectors.",http://www.oracle.com/technetwork/security-advisory/cpuoct2017-3236626.html
CVE-2015-0291,,,,"[['1.0.2'], ['1.0.2'], ['1.0.2'], ['1.0.2']]",,The sigalgs implementation in t1_lib.c in OpenSSL 1.0.2 before 1.0.2a allows remote attackers to cause a denial of service (NULL pointer dereference and daemon crash) by using an invalid signature_algorithms extension in the ClientHello message during a renegotiation.,http://www.oracle.com/technetwork/security-advisory/cpuoct2017-3236626.html
CVE-2015-0292,,,"Up to (including),0.9.8z","[[], ['1.0.0'], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d'], ['1.0.0e'], ['1.0.0f'], ['1.0.0g'], ['1.0.0h'], ['1.0.0i'], ['1.0.0j'], ['1.0.0k'], ['1.0.0l'], ['1.0.1'], ['1.0.1a'], ['1.0.1b'], ['1.0.1c'], ['1.0.1d'], ['1.0.1e'], ['1.0.1f'], ['1.0.1g']]",CWE-119,"Integer underflow in the EVP_DecodeUpdate function in crypto/evp/encode.c in the base64-decoding implementation in OpenSSL before 0.9.8za, 1.0.0 before 1.0.0m, and 1.0.1 before 1.0.1h allows remote attackers to cause a denial of service (memory corruption) or possibly have unspecified other impact via crafted base64 data that triggers a buffer overflow.",
CVE-2015-0293,,,"Up to (including),0.9.8ze","[[], ['1.0.0'], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d'], ['1.0.0e'], ['1.0.0f'], ['1.0.0g'], ['1.0.0h'], ['1.0.0i'], ['1.0.0j'], ['1.0.0k'], ['1.0.0l'], ['1.0.0m'], ['1.0.0n'], ['1.0.0o'], ['1.0.0p'], ['1.0.0q'], ['1.0.1'], ['1.0.1a'], ['1.0.1b'], ['1.0.1c'], ['1.0.1d'], ['1.0.1e'], ['1.0.1f'], ['1.0.1g'], ['1.0.1h'], ['1.0.1i'], ['1.0.1j'], ['1.0.1k'], ['1.0.1l'], ['1.0.2']]",CWE-20,"The SSLv2 implementation in OpenSSL before 0.9.8zf, 1.0.0 before 1.0.0r, 1.0.1 before 1.0.1m, and 1.0.2 before 1.0.2a allows remote attackers to cause a denial of service (s2_lib.c assertion failure and daemon exit) via a crafted CLIENT-MASTER-KEY message.",
CVE-2015-1787,,,,"[['1.0.2'], ['1.0.2'], ['1.0.2'], ['1.0.2']]",CWE-20,"The ssl3_get_client_key_exchange function in s3_srvr.c in OpenSSL 1.0.2 before 1.0.2a, when client authentication and an ephemeral Diffie-Hellman ciphersuite are enabled, allows remote attackers to cause a denial of service (daemon crash) via a ClientKeyExchange message with a length of zero.",http://www.oracle.com/technetwork/security-advisory/cpuoct2017-3236626.html
CVE-2015-4000,3.7 LOW,"From (including),1.0.1,From (including),1.0.2","Up to (including),1.0.1m,Up to (including),1.0.2a,Up to (including),1.0.1m","[[], [], []]",CWE-310,"The TLS protocol 1.2 and earlier, when a DHE_EXPORT ciphersuite is enabled on a server but not on a client, does not properly convey a DHE_EXPORT choice, which allows man-in-the-middle attackers to conduct cipher-downgrade attacks by rewriting a ClientHello with DHE replaced by DHE_EXPORT and then rewriting a ServerHello with DHE_EXPORT replaced by DHE, aka the ""Logjam"" issue.","http://www.oracle.com/technetwork/security-advisory/cpuapr2016v3-2985753.html,http://www.oracle.com/technetwork/security-advisory/cpujul2016-2881720.html"
CVE-2014-8176,,,"Up to (including),0.9.8z","[[], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d'], ['1.0.0e'], ['1.0.0f'], ['1.0.0g'], ['1.0.0h'], ['1.0.0i'], ['1.0.0j'], ['1.0.0k'], ['1.0.0l'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1a'], ['1.0.1b'], ['1.0.1c'], ['1.0.1d'], ['1.0.1e'], ['1.0.1f'], ['1.0.1g']]",CWE-119,"The dtls1_clear_queues function in ssl/d1_lib.c in OpenSSL before 0.9.8za, 1.0.0 before 1.0.0m, and 1.0.1 before 1.0.1h frees data structures without considering that application data can arrive between a ChangeCipherSpec message and a Finished message, which allows remote DTLS peers to cause a denial of service (memory corruption and application crash) or possibly have unspecified other impact via unexpected application data.",
CVE-2015-1788,,,"Up to (including),0.9.8zf","[[], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d'], ['1.0.0e'], ['1.0.0f'], ['1.0.0g'], ['1.0.0h'], ['1.0.0i'], ['1.0.0j'], ['1.0.0k'], ['1.0.0l'], ['1.0.0m'], ['1.0.0n'], ['1.0.0o'], ['1.0.0p'], ['1.0.0q'], ['1.0.0r'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1a'], ['1.0.1b'], ['1.0.1c'], ['1.0.1d'], ['1.0.1e'], ['1.0.1f'], ['1.0.1g'], ['1.0.1h'], ['1.0.1i'], ['1.0.1j'], ['1.0.1k'], ['1.0.1l'], ['1.0.1m'], ['1.0.2'], ['1.0.2'], ['1.0.2a']]",CWE-399,"The BN_GF2m_mod_inv function in crypto/bn/bn_gf2m.c in OpenSSL before 0.9.8s, 1.0.0 before 1.0.0e, 1.0.1 before 1.0.1n, and 1.0.2 before 1.0.2b does not properly handle ECParameters structures in which the curve is over a malformed binary polynomial field, which allows remote attackers to cause a denial of service (infinite loop) via a session that uses an Elliptic Curve algorithm, as demonstrated by an attack against a server that supports client authentication.",
CVE-2015-1789,7.5 HIGH,,"Up to (including),0.9.8zf","[[], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d'], ['1.0.0e'], ['1.0.0f'], ['1.0.0g'], ['1.0.0h'], ['1.0.0i'], ['1.0.0j'], ['1.0.0k'], ['1.0.0l'], ['1.0.0m'], ['1.0.0n'], ['1.0.0o'], ['1.0.0p'], ['1.0.0q'], ['1.0.0r'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1a'], ['1.0.1b'], ['1.0.1c'], ['1.0.1d'], ['1.0.1e'], ['1.0.1f'], ['1.0.1g'], ['1.0.1h'], ['1.0.1i'], ['1.0.1j'], ['1.0.1k'], ['1.0.1l'], ['1.0.1m'], ['1.0.2'], ['1.0.2'], ['1.0.2a']]",CWE-119,"The X509_cmp_time function in crypto/x509/x509_vfy.c in OpenSSL before 0.9.8zg, 1.0.0 before 1.0.0s, 1.0.1 before 1.0.1n, and 1.0.2 before 1.0.2b allows remote attackers to cause a denial of service (out-of-bounds read and application crash) via a crafted length field in ASN1_TIME data, as demonstrated by an attack against a server that supports client authentication with a custom verification callback.",
CVE-2014-0224,7.4 HIGH,"From (including),1.0.0,From (including),1.0.1","Up to (excluding),0.9.8za,Up to (excluding),1.0.0m,Up to (excluding),1.0.1h","[[], [], []]",CWE-326,"OpenSSL before 0.9.8za, 1.0.0 before 1.0.0m, and 1.0.1 before 1.0.1h does not properly restrict processing of ChangeCipherSpec messages, which allows man-in-the-middle attackers to trigger use of a zero-length master key in certain OpenSSL-to-OpenSSL communications, and consequently hijack sessions or obtain sensitive information, via a crafted TLS handshake, aka the ""CCS Injection"" vulnerability.","http://www.oracle.com/technetwork/security-advisory/cpujul2016-2881720.html,http://www.oracle.com/technetwork/security-advisory/cpuoct2016-2881722.html,https://git.openssl.org/gitweb/?p=openssl.git;a=commit;h=bc8923b1ec9c467755cd86f7848c50ee8812e441"
CVE-2014-3470,,,"Up to (including),0.9.8y","[['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1a'], ['1.0.1b'], ['1.0.1c'], ['1.0.1d'], ['1.0.1e'], ['1.0.1f'], ['1.0.1g'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d'], ['1.0.0e'], ['1.0.0f'], ['1.0.0g'], ['1.0.0h'], ['1.0.0i'], ['1.0.0j'], ['1.0.0k'], ['1.0.0l'], ['0.9.8'], ['0.9.8a'], ['0.9.8b'], ['0.9.8c'], ['0.9.8d'], ['0.9.8e'], ['0.9.8f'], ['0.9.8g'], ['0.9.8h'], ['0.9.8i'], ['0.9.8j'], ['0.9.8k'], ['0.9.8l'], ['0.9.8m'], ['0.9.8m'], ['0.9.8n'], ['0.9.8o'], ['0.9.8p'], ['0.9.8q'], ['0.9.8r'], ['0.9.8s'], ['0.9.8t'], ['0.9.8u'], ['0.9.8v'], ['0.9.8w'], ['0.9.8x'], []]",CWE-310,"The ssl3_send_client_key_exchange function in s3_clnt.c in OpenSSL before 0.9.8za, 1.0.0 before 1.0.0m, and 1.0.1 before 1.0.1h, when an anonymous ECDH cipher suite is used, allows remote attackers to cause a denial of service (NULL pointer dereference and client crash) by triggering a NULL certificate value.",https://git.openssl.org/gitweb/?p=openssl.git;a=commit;h=8011cd56e39a433b1837465259a9bd24a38727fb
CVE-2014-3505,,,,"[['0.9.8'], ['0.9.8a'], ['0.9.8b'], ['0.9.8c'], ['0.9.8d'], ['0.9.8e'], ['0.9.8f'], ['0.9.8g'], ['0.9.8h'], ['0.9.8i'], ['0.9.8j'], ['0.9.8k'], ['0.9.8l'], ['0.9.8m'], ['0.9.8m'], ['0.9.8n'], ['0.9.8o'], ['0.9.8p'], ['0.9.8q'], ['0.9.8r'], ['0.9.8s'], ['0.9.8t'], ['0.9.8u'], ['0.9.8v'], ['0.9.8w'], ['0.9.8x'], ['0.9.8y'], ['0.9.8za'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d'], ['1.0.0e'], ['1.0.0f'], ['1.0.0g'], ['1.0.0h'], ['1.0.0i'], ['1.0.0j'], ['1.0.0k'], ['1.0.0l'], ['1.0.0m'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1a'], ['1.0.1b'], ['1.0.1c'], ['1.0.1d'], ['1.0.1e'], ['1.0.1f'], ['1.0.1g'], ['1.0.1h']]",,"Double free vulnerability in d1_both.c in the DTLS implementation in OpenSSL 0.9.8 before 0.9.8zb, 1.0.0 before 1.0.0n, and 1.0.1 before 1.0.1i allows remote attackers to cause a denial of service (application crash) via crafted DTLS packets that trigger an error condition.",
CVE-2014-3506,,,,"[['0.9.8'], ['0.9.8a'], ['0.9.8b'], ['0.9.8c'], ['0.9.8d'], ['0.9.8e'], ['0.9.8f'], ['0.9.8g'], ['0.9.8h'], ['0.9.8i'], ['0.9.8j'], ['0.9.8k'], ['0.9.8l'], ['0.9.8m'], ['0.9.8m'], ['0.9.8n'], ['0.9.8o'], ['0.9.8p'], ['0.9.8q'], ['0.9.8r'], ['0.9.8s'], ['0.9.8t'], ['0.9.8u'], ['0.9.8v'], ['0.9.8w'], ['0.9.8x'], ['0.9.8y'], ['0.9.8za'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d'], ['1.0.0e'], ['1.0.0f'], ['1.0.0g'], ['1.0.0h'], ['1.0.0i'], ['1.0.0j'], ['1.0.0k'], ['1.0.0l'], ['1.0.0m'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1a'], ['1.0.1b'], ['1.0.1c'], ['1.0.1d'], ['1.0.1e'], ['1.0.1f'], ['1.0.1g'], ['1.0.1h']]",CWE-399,"d1_both.c in the DTLS implementation in OpenSSL 0.9.8 before 0.9.8zb, 1.0.0 before 1.0.0n, and 1.0.1 before 1.0.1i allows remote attackers to cause a denial of service (memory consumption) via crafted DTLS handshake messages that trigger memory allocations corresponding to large length values.",
CVE-2014-3507,,,,"[['0.9.8'], ['0.9.8a'], ['0.9.8b'], ['0.9.8c'], ['0.9.8d'], ['0.9.8e'], ['0.9.8f'], ['0.9.8g'], ['0.9.8h'], ['0.9.8i'], ['0.9.8j'], ['0.9.8k'], ['0.9.8l'], ['0.9.8m'], ['0.9.8m'], ['0.9.8n'], ['0.9.8o'], ['0.9.8p'], ['0.9.8q'], ['0.9.8r'], ['0.9.8s'], ['0.9.8t'], ['0.9.8u'], ['0.9.8v'], ['0.9.8w'], ['0.9.8x'], ['0.9.8y'], ['0.9.8za'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d'], ['1.0.0e'], ['1.0.0f'], ['1.0.0g'], ['1.0.0h'], ['1.0.0i'], ['1.0.0j'], ['1.0.0k'], ['1.0.0l'], ['1.0.0m'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1a'], ['1.0.1b'], ['1.0.1c'], ['1.0.1d'], ['1.0.1e'], ['1.0.1f'], ['1.0.1g'], ['1.0.1h']]",CWE-399,"Memory leak in d1_both.c in the DTLS implementation in OpenSSL 0.9.8 before 0.9.8zb, 1.0.0 before 1.0.0n, and 1.0.1 before 1.0.1i allows remote attackers to cause a denial of service (memory consumption) via zero-length DTLS fragments that trigger improper handling of the return value of a certain insert function.",
CVE-2014-3508,,,,"[['0.9.8'], ['0.9.8a'], ['0.9.8b'], ['0.9.8c'], ['0.9.8d'], ['0.9.8e'], ['0.9.8f'], ['0.9.8g'], ['0.9.8h'], ['0.9.8i'], ['0.9.8j'], ['0.9.8k'], ['0.9.8l'], ['0.9.8m'], ['0.9.8m'], ['0.9.8n'], ['0.9.8o'], ['0.9.8p'], ['0.9.8q'], ['0.9.8r'], ['0.9.8s'], ['0.9.8t'], ['0.9.8u'], ['0.9.8v'], ['0.9.8w'], ['0.9.8x'], ['0.9.8y'], ['0.9.8za'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d'], ['1.0.0e'], ['1.0.0f'], ['1.0.0g'], ['1.0.0h'], ['1.0.0i'], ['1.0.0j'], ['1.0.0k'], ['1.0.0l'], ['1.0.0m'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1a'], ['1.0.1b'], ['1.0.1c'], ['1.0.1d'], ['1.0.1e'], ['1.0.1f'], ['1.0.1g'], ['1.0.1h']]",CWE-200,"The OBJ_obj2txt function in crypto/objects/obj_dat.c in OpenSSL 0.9.8 before 0.9.8zb, 1.0.0 before 1.0.0n, and 1.0.1 before 1.0.1i, when pretty printing is used, does not ensure the presence of '\0' characters, which allows context-dependent attackers to obtain sensitive information from process stack memory by reading output from X509_name_oneline, X509_name_print_ex, and unspecified other functions.",
CVE-2014-3509,,,,"[['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d'], ['1.0.0e'], ['1.0.0f'], ['1.0.0g'], ['1.0.0h'], ['1.0.0i'], ['1.0.0j'], ['1.0.0k'], ['1.0.0l'], ['1.0.0m'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1a'], ['1.0.1b'], ['1.0.1c'], ['1.0.1d'], ['1.0.1e'], ['1.0.1f'], ['1.0.1g'], ['1.0.1h']]",CWE-362,"Race condition in the ssl_parse_serverhello_tlsext function in t1_lib.c in OpenSSL 1.0.0 before 1.0.0n and 1.0.1 before 1.0.1i, when multithreading and session resumption are used, allows remote SSL servers to cause a denial of service (memory overwrite and client application crash) or possibly have unspecified other impact by sending Elliptic Curve (EC) Supported Point Formats Extension data.",
CVE-2014-3510,,,,"[['0.9.8'], ['0.9.8a'], ['0.9.8b'], ['0.9.8c'], ['0.9.8d'], ['0.9.8e'], ['0.9.8f'], ['0.9.8g'], ['0.9.8h'], ['0.9.8i'], ['0.9.8j'], ['0.9.8k'], ['0.9.8l'], ['0.9.8m'], ['0.9.8m'], ['0.9.8n'], ['0.9.8o'], ['0.9.8p'], ['0.9.8q'], ['0.9.8r'], ['0.9.8s'], ['0.9.8t'], ['0.9.8u'], ['0.9.8v'], ['0.9.8w'], ['0.9.8x'], ['0.9.8y'], ['0.9.8za'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d'], ['1.0.0e'], ['1.0.0f'], ['1.0.0g'], ['1.0.0h'], ['1.0.0i'], ['1.0.0j'], ['1.0.0k'], ['1.0.0l'], ['1.0.0m'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1a'], ['1.0.1b'], ['1.0.1c'], ['1.0.1d'], ['1.0.1e'], ['1.0.1f'], ['1.0.1g'], ['1.0.1h']]",,"The ssl3_send_client_key_exchange function in s3_clnt.c in OpenSSL 0.9.8 before 0.9.8zb, 1.0.0 before 1.0.0n, and 1.0.1 before 1.0.1i allows remote DTLS servers to cause a denial of service (NULL pointer dereference and client application crash) via a crafted handshake message in conjunction with a (1) anonymous DH or (2) anonymous ECDH ciphersuite.",
CVE-2014-3511,,,,"[['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d'], ['1.0.0e'], ['1.0.0f'], ['1.0.0g'], ['1.0.0h'], ['1.0.0i'], ['1.0.0j'], ['1.0.0k'], ['1.0.0l'], ['1.0.0m'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1a'], ['1.0.1b'], ['1.0.1c'], ['1.0.1d'], ['1.0.1e'], ['1.0.1f'], ['1.0.1g'], ['1.0.1h']]",,"The ssl23_get_client_hello function in s23_srvr.c in OpenSSL 1.0.1 before 1.0.1i allows man-in-the-middle attackers to force the use of TLS 1.0 by triggering ClientHello message fragmentation in communication between a client and server that both support later TLS versions, related to a ""protocol downgrade"" issue.",
CVE-2014-3512,,,,"[['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d'], ['1.0.0e'], ['1.0.0f'], ['1.0.0g'], ['1.0.0h'], ['1.0.0i'], ['1.0.0j'], ['1.0.0k'], ['1.0.0l'], ['1.0.0m'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1a'], ['1.0.1b'], ['1.0.1c'], ['1.0.1d'], ['1.0.1e'], ['1.0.1f'], ['1.0.1g'], ['1.0.1h']]",CWE-119,"Multiple buffer overflows in crypto/srp/srp_lib.c in the SRP implementation in OpenSSL 1.0.1 before 1.0.1i allow remote attackers to cause a denial of service (application crash) or possibly have unspecified other impact via an invalid SRP (1) g, (2) A, or (3) B parameter.",
CVE-2014-5139,,,,"[['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1a'], ['1.0.1b'], ['1.0.1c'], ['1.0.1d'], ['1.0.1e'], ['1.0.1f'], ['1.0.1g'], ['1.0.1h']]",,The ssl_set_client_disabled function in t1_lib.c in OpenSSL 1.0.1 before 1.0.1i allows remote SSL servers to cause a denial of service (NULL pointer dereference and client application crash) via a ServerHello message that includes an SRP ciphersuite without the required negotiation of that ciphersuite with the client.,
CVE-2014-3566,3.4 LOW,,,"[['0.9.8'], ['0.9.8a'], ['0.9.8b'], ['0.9.8c'], ['0.9.8d'], ['0.9.8e'], ['0.9.8f'], ['0.9.8g'], ['0.9.8h'], ['0.9.8i'], ['0.9.8j'], ['0.9.8k'], ['0.9.8l'], ['0.9.8m'], ['0.9.8m'], ['0.9.8n'], ['0.9.8o'], ['0.9.8p'], ['0.9.8q'], ['0.9.8r'], ['0.9.8s'], ['0.9.8t'], ['0.9.8u'], ['0.9.8v'], ['0.9.8w'], ['0.9.8x'], ['0.9.8y'], ['0.9.8z'], ['0.9.8za'], ['0.9.8zb'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d'], ['1.0.0e'], ['1.0.0f'], ['1.0.0g'], ['1.0.0h'], ['1.0.0i'], ['1.0.0j'], ['1.0.0k'], ['1.0.0l'], ['1.0.0m'], ['1.0.0n'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1a'], ['1.0.1b'], ['1.0.1c'], ['1.0.1d'], ['1.0.1e'], ['1.0.1f'], ['1.0.1g'], ['1.0.1h'], ['1.0.1i']]",CWE-310,"The SSL protocol 3.0, as used in OpenSSL through 1.0.1i and other products, uses nondeterministic CBC padding, which makes it easier for man-in-the-middle attackers to obtain cleartext data via a padding-oracle attack, aka the ""POODLE"" issue.","http://www.oracle.com/technetwork/security-advisory/cpuapr2016v3-2985753.html,http://www.oracle.com/technetwork/security-advisory/cpujul2016-2881720.html,http://www.oracle.com/technetwork/security-advisory/cpujul2017-3236622.html,https://technet.microsoft.com/library/security/3009008.aspx"
CVE-2014-3513,,,,"[['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1a'], ['1.0.1b'], ['1.0.1c'], ['1.0.1d'], ['1.0.1e'], ['1.0.1f'], ['1.0.1g'], ['1.0.1h'], ['1.0.1i']]",CWE-20,Memory leak in d1_srtp.c in the DTLS SRTP extension in OpenSSL 1.0.1 before 1.0.1j allows remote attackers to cause a denial of service (memory consumption) via a crafted handshake message.,"http://marc.info/?l=bugtraq&m=142495837901899&w=2,http://security.gentoo.org/glsa/glsa-201412-39.xml,https://git.openssl.org/gitweb/?p=openssl.git;a=commit;h=2b0532f3984324ebe1236a63d15893792384328d"
